image_path,posture_type,category,landmarks
SittingData\good\2\66.jpg,,good,"[0.545693039894104, -0.028923213481903076, 0.9702191352844238, 0.5447294116020203, -0.048512279987335205, 0.9462870955467224, 0.5428789258003235, -0.050858914852142334, 0.9519633650779724, 0.5412687063217163, -0.05225151777267456, 0.9757235050201416, 0.5438277125358582, -0.045582592487335205, 0.9686964154243469, 0.5408836603164673, -0.04600226879119873, 0.9744414687156677, 0.5377062559127808, -0.046777307987213135, 0.9835399389266968, 0.5184783339500427, -0.059023141860961914, 0.9948747754096985, 0.5147172212600708, -0.05203443765640259, 0.9850709438323975, 0.5391567349433899, 0.0035417675971984863, 0.9872068762779236, 0.5408798456192017, 0.011362195014953613, 0.9915384650230408, 0.5262784361839294, 0.1309240460395813, 0.999909520149231, 0.4681258201599121, 0.13492339849472046, 0.9998594522476196, 0.5721108913421631, 0.39598095417022705, 0.25030654668807983, 0.5293158292770386, 0.46144992113113403, 0.9928098917007446, 0.7380142211914062, 0.44945818185806274, 0.20176632702350616, 0.7266520857810974, 0.4640006422996521, 0.9793211221694946, 0.7805123925209045, 0.4772462248802185, 0.217261403799057, 0.7898455858230591, 0.49053338170051575, 0.9642115831375122, 0.7942816019058228, 0.4638667702674866, 0.23571743071079254, 0.801038384437561, 0.4665212333202362, 0.9665802717208862, 0.7764797210693359, 0.4494951665401459, 0.2646225094795227, 0.7794819474220276, 0.4509961009025574, 0.9401933550834656, 0.5522715449333191, 0.5680794715881348, 0.999049723148346, 0.5047499537467957, 0.6079462766647339, 0.9990310668945312, 0.7817085981369019, 0.697536826133728, 0.17068301141262054, 0.7596843242645264, 0.7270771265029907, 0.81527179479599, 0.7154954671859741, 1.066931962966919, 0.07130821794271469, 0.6663992404937744, 1.0813542604446411, 0.3747814893722534, 0.6915541291236877, 1.1116154193878174, 0.10579358041286469, 0.6335504055023193, 1.1285645961761475, 0.27335113286972046, 0.7388688921928406, 1.1831858158111572, 0.08730996400117874, 0.7231727838516235, 1.1729458570480347, 0.34150904417037964]"
SittingData\good\2\67.jpg,,good,"[0.5392816662788391, -0.026674091815948486, 0.9823662638664246, 0.538648247718811, -0.047756850719451904, 0.9604226350784302, 0.5367235541343689, -0.049528419971466064, 0.9673143625259399, 0.5350005626678467, -0.050313353538513184, 0.9807921051979065, 0.5380469560623169, -0.0456998348236084, 0.97735995054245, 0.535144567489624, -0.04616057872772217, 0.9838848114013672, 0.5320208072662354, -0.047002196311950684, 0.9884740710258484, 0.5121233463287354, -0.05395805835723877, 0.996024489402771, 0.5096740126609802, -0.04985988140106201, 0.9902385473251343, 0.5327087044715881, 0.0023761391639709473, 0.9897867441177368, 0.5297749042510986, 0.0009337067604064941, 0.9937385320663452, 0.526719331741333, 0.135530024766922, 0.9999257326126099, 0.4691203534603119, 0.14376679062843323, 0.9999240636825562, 0.572406530380249, 0.4108266830444336, 0.22740799188613892, 0.5310673117637634, 0.4690849184989929, 0.9959492683410645, 0.7238646745681763, 0.4761795103549957, 0.2689535915851593, 0.7289276719093323, 0.48641178011894226, 0.9941765069961548, 0.7723616361618042, 0.4994262158870697, 0.30600228905677795, 0.7861560583114624, 0.5123172402381897, 0.9897745847702026, 0.7813918590545654, 0.485225111246109, 0.32223114371299744, 0.7982107400894165, 0.48949018120765686, 0.9902500510215759, 0.7648419141769409, 0.47386354207992554, 0.3519974648952484, 0.7776669263839722, 0.47434526681900024, 0.981589138507843, 0.5496421456336975, 0.5858538746833801, 0.9988093376159668, 0.5026898384094238, 0.6355297565460205, 0.9991889595985413, 0.7758165597915649, 0.6613583564758301, 0.0860498696565628, 0.7815691232681274, 0.7360590696334839, 0.8820419311523438, 0.6967071294784546, 1.0179803371429443, 0.0420534722507, 0.6519901752471924, 1.1086328029632568, 0.5776621699333191, 0.670670747756958, 1.0557889938354492, 0.08241286128759384, 0.6127954721450806, 1.150827169418335, 0.47974011301994324, 0.709976077079773, 1.1490857601165771, 0.062338102608919144, 0.705795407295227, 1.2241201400756836, 0.5199871063232422]"
SittingData\good\2\68.jpg,,good,"[0.5434756875038147, -0.02072209119796753, 0.9727801084518433, 0.5395388007164001, -0.04600083827972412, 0.9569841027259827, 0.5375295877456665, -0.04814118146896362, 0.9652208685874939, 0.535735547542572, -0.04926168918609619, 0.9806523323059082, 0.5393999814987183, -0.04314333200454712, 0.9704620242118835, 0.5364485383033752, -0.043291449546813965, 0.9769271612167358, 0.5332750082015991, -0.04382932186126709, 0.9835484623908997, 0.5113679766654968, -0.05380415916442871, 0.9965583682060242, 0.5101771354675293, -0.04639774560928345, 0.9859374165534973, 0.5347280502319336, 0.0099717378616333, 0.9891095161437988, 0.5349900722503662, 0.007380545139312744, 0.9916908740997314, 0.5263180136680603, 0.13963383436203003, 0.9999251365661621, 0.4698813259601593, 0.1438615918159485, 0.9998738765716553, 0.5643306374549866, 0.4137597680091858, 0.3241048753261566, 0.5273786187171936, 0.48384004831314087, 0.9924361109733582, 0.7123163938522339, 0.48652687668800354, 0.3830917775630951, 0.7216805815696716, 0.5098853707313538, 0.9879274964332581, 0.7562952041625977, 0.5115437507629395, 0.414659321308136, 0.7759984731674194, 0.5312264561653137, 0.980844259262085, 0.7752920389175415, 0.49923115968704224, 0.4359312653541565, 0.7891682386398315, 0.507164716720581, 0.9818076491355896, 0.7563601732254028, 0.4864931106567383, 0.4606029689311981, 0.7729341983795166, 0.49414652585983276, 0.9671744704246521, 0.5407296419143677, 0.599166214466095, 0.999138355255127, 0.495917946100235, 0.6538544297218323, 0.9992757439613342, 0.778617262840271, 0.6707843542098999, 0.16895170509815216, 0.7818677425384521, 0.7479116916656494, 0.9050962924957275, 0.6708794832229614, 1.0003646612167358, 0.06876589357852936, 0.6599874496459961, 1.0936741828918457, 0.6088045239448547, 0.6425290703773499, 1.0335156917572021, 0.10545660555362701, 0.6225356459617615, 1.1397680044174194, 0.5100992321968079, 0.6852664351463318, 1.127436876296997, 0.08254334330558777, 0.7140030264854431, 1.2033593654632568, 0.5371037721633911]"
SittingData\good\2\69.jpg,,good,"[0.544185996055603, -0.026428639888763428, 0.9832749962806702, 0.5318657755851746, -0.05515456199645996, 0.9751587510108948, 0.5266518592834473, -0.054993271827697754, 0.979790449142456, 0.5372639894485474, -0.0564083456993103, 0.9894253015518188, 0.5392445921897888, -0.05322080850601196, 0.9827485680580139, 0.5391393303871155, -0.051397085189819336, 0.9855989217758179, 0.5399457216262817, -0.050190269947052, 0.9907464981079102, 0.5127884745597839, -0.05960387364029884, 0.9981921315193176, 0.5138543844223022, -0.04597371816635132, 0.9923865795135498, 0.535925030708313, 0.006394892930984497, 0.994806706905365, 0.5386725068092346, 0.007167041301727295, 0.9956313371658325, 0.5260936617851257, 0.14071235060691833, 0.9999599456787109, 0.47154802083969116, 0.13884294033050537, 0.9999125003814697, 0.5632104277610779, 0.4161771833896637, 0.5259692668914795, 0.5209758281707764, 0.48897895216941833, 0.9944798946380615, 0.7085121273994446, 0.5017402172088623, 0.4882071018218994, 0.7182241082191467, 0.5307255983352661, 0.989693820476532, 0.7556782364845276, 0.5286810398101807, 0.48955321311950684, 0.7747021913528442, 0.5530033111572266, 0.9832053780555725, 0.7707069516181946, 0.5104815363883972, 0.510892927646637, 0.7826470136642456, 0.5238763689994812, 0.9841246604919434, 0.7538238763809204, 0.49909719824790955, 0.5445978045463562, 0.7663470506668091, 0.5109065771102905, 0.9742261171340942, 0.5246504545211792, 0.6040568947792053, 0.9992954730987549, 0.4785265326499939, 0.6489586234092712, 0.9994070529937744, 0.767953634262085, 0.6854655146598816, 0.20716577768325806, 0.767708957195282, 0.742078423500061, 0.9461321234703064, 0.6536427736282349, 1.0297503471374512, 0.051076069474220276, 0.6923364400863647, 1.124527096748352, 0.6163852214813232, 0.6254717111587524, 1.0650169849395752, 0.07667772471904755, 0.659128725528717, 1.184288501739502, 0.5699598789215088, 0.6619155406951904, 1.1379799842834473, 0.05054950714111328, 0.7618453502655029, 1.202695608139038, 0.5363658666610718]"
SittingData\good\2\70.jpg,,good,"[0.5468724370002747, -0.032066285610198975, 0.9746667742729187, 0.5414056777954102, -0.058822691440582275, 0.9595063328742981, 0.53961181640625, -0.06086558476090431, 0.9659221768379211, 0.5380322933197021, -0.06192970275878906, 0.9815894961357117, 0.5405604243278503, -0.05573868751525879, 0.9743825197219849, 0.537434995174408, -0.05556076765060425, 0.9803282618522644, 0.5340685248374939, -0.05574434995651245, 0.9876515865325928, 0.5142524838447571, -0.06409835815429688, 0.9966576099395752, 0.5107113718986511, -0.05569404363632202, 0.9896405339241028, 0.5366694927215576, -0.002642810344696045, 0.9917854070663452, 0.5361746549606323, -0.00213015079498291, 0.9943557977676392, 0.526185154914856, 0.1409364938735962, 0.9999226331710815, 0.4682360291481018, 0.14234918355941772, 0.9999213218688965, 0.561586320400238, 0.4214646518230438, 0.33823052048683167, 0.5201568603515625, 0.49418747425079346, 0.9949145317077637, 0.7085043787956238, 0.5058206915855408, 0.3443186581134796, 0.7141388058662415, 0.5389332175254822, 0.9933304190635681, 0.7592844367027283, 0.547961413860321, 0.3662296235561371, 0.768616259098053, 0.5676324367523193, 0.9887265563011169, 0.7736072540283203, 0.5264912247657776, 0.39360111951828003, 0.7766841650009155, 0.5332142114639282, 0.9894116520881653, 0.7534799575805664, 0.5089163780212402, 0.420060396194458, 0.7592679262161255, 0.5135495066642761, 0.9799267649650574, 0.5365024209022522, 0.603646993637085, 0.9990897178649902, 0.49101418256759644, 0.6524079442024231, 0.9992641806602478, 0.7692851424217224, 0.7161978483200073, 0.2480875700712204, 0.7619949579238892, 0.7640213370323181, 0.8235664963722229, 0.6269408464431763, 1.0623830556869507, 0.04732898250222206, 0.6753934621810913, 1.118453860282898, 0.33471107482910156, 0.5955901741981506, 1.0886008739471436, 0.0737467110157013, 0.6418512463569641, 1.1723241806030273, 0.2828022539615631, 0.6312543153762817, 1.1862118244171143, 0.054790642112493515, 0.7414857149124146, 1.1951768398284912, 0.28529679775238037]"
SittingData\good\2\71.jpg,,good,"[0.5484058856964111, -0.04017019271850586, 0.9695391654968262, 0.5408121347427368, -0.06752514839172363, 0.9501499533653259, 0.5389173030853271, -0.0694611668586731, 0.9579715132713318, 0.5372436046600342, -0.07040101289749146, 0.9766409993171692, 0.5395603179931641, -0.06471562385559082, 0.9723363518714905, 0.5359851121902466, -0.06459563970565796, 0.9794248342514038, 0.532169759273529, -0.06484365463256836, 0.9871720671653748, 0.5108354687690735, -0.07081884145736694, 0.9960078001022339, 0.5059561133384705, -0.06287497282028198, 0.9900221228599548, 0.5360267162322998, -0.013457953929901123, 0.9893718361854553, 0.5376187562942505, -0.013212263584136963, 0.9932610392570496, 0.5232842564582825, 0.13629698753356934, 0.9998959302902222, 0.4670855700969696, 0.14771637320518494, 0.9999258518218994, 0.5591963529586792, 0.4249642491340637, 0.16987812519073486, 0.5168514251708984, 0.4976467788219452, 0.9937999844551086, 0.6932281851768494, 0.5083553791046143, 0.11903081089258194, 0.7109615802764893, 0.5445656776428223, 0.9900102019309998, 0.7317306399345398, 0.5407188534736633, 0.1479647159576416, 0.7627575993537903, 0.5728779435157776, 0.9845982789993286, 0.7591766119003296, 0.5247911214828491, 0.16125662624835968, 0.7698995471000671, 0.5373550653457642, 0.98548823595047, 0.7391452193260193, 0.5129455327987671, 0.18182043731212616, 0.7538455724716187, 0.5195029377937317, 0.9723584055900574, 0.5341910123825073, 0.6076633930206299, 0.998843789100647, 0.48756372928619385, 0.659954309463501, 0.9992836117744446, 0.7536746263504028, 0.7229154706001282, 0.12368719279766083, 0.7603702545166016, 0.7789705395698547, 0.8196889162063599, 0.5943870544433594, 1.0222777128219604, 0.018610306084156036, 0.6512960195541382, 1.1405117511749268, 0.34604254364967346, 0.5612128973007202, 1.0432767868041992, 0.03631401062011719, 0.6142889857292175, 1.1935012340545654, 0.2857242226600647, 0.5864776372909546, 1.1286568641662598, 0.025524022057652473, 0.7098124027252197, 1.2182303667068481, 0.2972189784049988]"
SittingData\good\2\72.jpg,,good,"[0.5533409714698792, -0.03375142812728882, 0.9829711318016052, 0.5422917008399963, -0.0723084807395935, 0.9644054770469666, 0.540081262588501, -0.07383441925048828, 0.9720219969749451, 0.5380280613899231, -0.07442820072174072, 0.9839574098587036, 0.5416768193244934, -0.06943726539611816, 0.980182409286499, 0.5385874509811401, -0.06908154487609863, 0.985937774181366, 0.5352842211723328, -0.06908988952636719, 0.9907643795013428, 0.5136924386024475, -0.0704837441444397, 0.9972683191299438, 0.5115885734558105, -0.06328767538070679, 0.9933608770370483, 0.544949471950531, -0.006766378879547119, 0.9940768480300903, 0.5423914790153503, -0.0036267340183258057, 0.9963430762290955, 0.5201690793037415, 0.13580715656280518, 0.9999371767044067, 0.47473305463790894, 0.14346712827682495, 0.9999314546585083, 0.5513070225715637, 0.4324209690093994, 0.32089558243751526, 0.514292299747467, 0.4974742829799652, 0.9957412481307983, 0.7061672806739807, 0.5054624676704407, 0.27713409066200256, 0.7066357135772705, 0.5461305379867554, 0.9944607019424438, 0.7507849931716919, 0.547371506690979, 0.2941944897174835, 0.7547544836997986, 0.5891275405883789, 0.9915187954902649, 0.7634146809577942, 0.5256929993629456, 0.31644728779792786, 0.7634793519973755, 0.546886682510376, 0.99222332239151, 0.7477800846099854, 0.507174015045166, 0.35264426469802856, 0.7497302293777466, 0.5269124507904053, 0.9860436916351318, 0.5317944288253784, 0.5924116373062134, 0.9983004927635193, 0.4908508360385895, 0.6293731331825256, 0.9988388419151306, 0.7591972351074219, 0.7171078324317932, 0.20360501110553741, 0.7582567930221558, 0.7452419996261597, 0.8985198140144348, 0.6451277136802673, 1.0810015201568604, 0.04121991619467735, 0.6792804002761841, 1.1143522262573242, 0.490068644285202, 0.6172032952308655, 1.11704421043396, 0.06784280389547348, 0.6477217078208923, 1.1760499477386475, 0.44527846574783325, 0.6473966836929321, 1.1764034032821655, 0.050411488860845566, 0.743001401424408, 1.1694635152816772, 0.4447062611579895]"
SittingData\good\2\73.jpg,,good,"[0.5325747728347778, -0.03206798434257507, 0.8829792141914368, 0.5273025631904602, -0.058710068464279175, 0.8015491962432861, 0.5243499875068665, -0.05832913517951965, 0.826820969581604, 0.532402515411377, -0.065012127161026, 0.9186556935310364, 0.534938633441925, -0.05359521508216858, 0.8798266053199768, 0.537307858467102, -0.05175462365150452, 0.8909445405006409, 0.5370194315910339, -0.05010995268821716, 0.9304559826850891, 0.5112075209617615, -0.0660834014415741, 0.9843136072158813, 0.5113412141799927, -0.047256022691726685, 0.9304864406585693, 0.5290352702140808, -0.0033113956451416016, 0.9590223431587219, 0.5331138968467712, -0.0010033845901489258, 0.9642512798309326, 0.5241599678993225, 0.13439592719078064, 0.9999085664749146, 0.4799717366695404, 0.13734593987464905, 0.9995587468147278, 0.5558332204818726, 0.43179500102996826, 0.17392414808273315, 0.51189124584198, 0.5041189193725586, 0.9605757594108582, 0.6951315402984619, 0.506884753704071, 0.14015205204486847, 0.7026500105857849, 0.5513228178024292, 0.8660431504249573, 0.7425836324691772, 0.5439778566360474, 0.16159583628177643, 0.7548587322235107, 0.5861815214157104, 0.823350191116333, 0.7558156251907349, 0.521796703338623, 0.17468905448913574, 0.7619349956512451, 0.5482693910598755, 0.8319507241249084, 0.7401325702667236, 0.5061898827552795, 0.18972110748291016, 0.7465038895606995, 0.5258377194404602, 0.760103702545166, 0.5186372399330139, 0.6108646392822266, 0.9980795383453369, 0.482009619474411, 0.6352266669273376, 0.9980011582374573, 0.726946234703064, 0.7263132333755493, 0.03490794450044632, 0.7311087846755981, 0.7441872954368591, 0.7107163667678833, 0.5408118367195129, 0.9555511474609375, 0.010616769082844257, 0.6002337336540222, 0.9911552667617798, 0.12243184447288513, 0.5061246156692505, 0.9665217399597168, 0.01955471932888031, 0.5632435083389282, 1.0108041763305664, 0.12891829013824463, 0.5100141167640686, 1.031471848487854, 0.011055126786231995, 0.6259325742721558, 1.066770315170288, 0.10980815440416336]"
SittingData\good\2\75.jpg,,good,"[0.5444294810295105, -0.012331277132034302, 0.9659917950630188, 0.53449946641922, -0.047142237424850464, 0.9374119639396667, 0.5326463580131531, -0.049183040857315063, 0.9428581595420837, 0.5309218168258667, -0.05031523108482361, 0.9719769358634949, 0.5307063460350037, -0.04747536778450012, 0.965376615524292, 0.5332624912261963, -0.0444277822971344, 0.9693288803100586, 0.5352423787117004, -0.04183664917945862, 0.9824702143669128, 0.5111438035964966, -0.04812052845954895, 0.994428277015686, 0.5103406310081482, -0.035680025815963745, 0.9846442937850952, 0.5390058159828186, 0.010369151830673218, 0.9889823794364929, 0.5295489430427551, 0.007205188274383545, 0.9925661087036133, 0.5200178623199463, 0.1379958689212799, 0.9999080896377563, 0.4827248752117157, 0.14185217022895813, 0.9998683929443359, 0.561194658279419, 0.44023141264915466, 0.2503625452518463, 0.510280191898346, 0.49669355154037476, 0.9912635087966919, 0.7060312032699585, 0.5065480470657349, 0.24069760739803314, 0.6976842284202576, 0.5586813688278198, 0.980544924736023, 0.7359417676925659, 0.5484139919281006, 0.25974273681640625, 0.7468147277832031, 0.5999754667282104, 0.9676443934440613, 0.7596209049224854, 0.5299544930458069, 0.27975523471832275, 0.7585347890853882, 0.5615018606185913, 0.9697465300559998, 0.7445569634437561, 0.5134279131889343, 0.3069894015789032, 0.7439456582069397, 0.5410509705543518, 0.9481692314147949, 0.5281057953834534, 0.5857871770858765, 0.9981332421302795, 0.4873557686805725, 0.6122404336929321, 0.9984360337257385, 0.7486752271652222, 0.7089314460754395, 0.08530217409133911, 0.749302864074707, 0.7437938451766968, 0.8566020727157593, 0.6700664758682251, 1.019331932067871, 0.021867621690034866, 0.6656690835952759, 1.0558674335479736, 0.28193655610084534, 0.6474579572677612, 1.0554524660110474, 0.03431739658117294, 0.6359384059906006, 1.1009913682937622, 0.24382852017879486, 0.6758635640144348, 1.100053310394287, 0.023762572556734085, 0.7162509560585022, 1.12256920337677, 0.2395053505897522]"
SittingData\good\2\78.jpg,,good,"[0.5438551306724548, -0.03824430704116821, 0.9708603024482727, 0.541221022605896, -0.05899477005004883, 0.9431242346763611, 0.5394468903541565, -0.06110721454024315, 0.9528467059135437, 0.5378714799880981, -0.06225162371993065, 0.975145161151886, 0.5397489070892334, -0.055879831314086914, 0.9684094786643982, 0.5364502668380737, -0.05584186315536499, 0.9762883186340332, 0.5329301953315735, -0.056188762187957764, 0.98465895652771, 0.5138803720474243, -0.06403172016143799, 0.9954062700271606, 0.5087546110153198, -0.05555856227874756, 0.9867991805076599, 0.5323213338851929, -0.006694793701171875, 0.988080620765686, 0.5342570543289185, -0.006497740745544434, 0.9924742579460144, 0.5203454494476318, 0.1389741599559784, 0.9999266862869263, 0.46962934732437134, 0.13993948698043823, 0.9999003410339355, 0.5484442114830017, 0.4227665066719055, 0.22031976282596588, 0.5077476501464844, 0.4943038821220398, 0.9935141801834106, 0.6986135840415955, 0.49234554171562195, 0.2341618686914444, 0.7009678483009338, 0.5496271848678589, 0.9884088635444641, 0.7318101525306702, 0.5275915265083313, 0.2546870708465576, 0.7502206563949585, 0.5860212445259094, 0.9814552664756775, 0.7597834467887878, 0.5144073367118835, 0.27479156851768494, 0.7602930665016174, 0.5473320484161377, 0.9828733801841736, 0.7447212934494019, 0.4987732470035553, 0.3034366965293884, 0.745785117149353, 0.5272010564804077, 0.9689035415649414, 0.534731924533844, 0.5877445936203003, 0.9988589286804199, 0.49366340041160583, 0.6391143798828125, 0.9991163611412048, 0.7611975073814392, 0.7110796570777893, 0.09475086629390717, 0.776121199131012, 0.7528083920478821, 0.7162507176399231, 0.6253522634506226, 1.0553359985351562, 0.018817981705069542, 0.6572336554527283, 1.0848286151885986, 0.24308036267757416, 0.5933898687362671, 1.0849823951721191, 0.03963269665837288, 0.6222793459892273, 1.1318316459655762, 0.22569552063941956, 0.6289483904838562, 1.165414571762085, 0.025889992713928223, 0.7094660401344299, 1.159501075744629, 0.2183838188648224]"
